Prompt_ID,AI_Role,Task,Context,Constraint,Output_Format,Goal,Recommended_AI,Generated_Prompt,Timestamp
PW00414,Cybersecurity Specialist,Incident Response,General Professional Scenario,Provide evaluation metrics,PowerPoint Outline,Learn a Concept,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Incident Response

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
PowerPoint Outline

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00415,Senior Machine Learning Engineer,Tune Hyperparameters,General Professional Scenario,Explain assumptions,PowerPoint Outline,Learn a Concept,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Tune Hyperparameters

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
PowerPoint Outline

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00416,Cybersecurity Specialist,Security Best Practices,General Professional Scenario,Focus on practical implementation,Technical Report,Decision Making,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Best Practices

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Technical Report

Goal:
Decision Making",2026-07-04 21:56:20
PW00417,Cybersecurity Specialist,Security Best Practices,General Professional Scenario,Use TensorFlow,Python Code,Prepare for Interview,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Best Practices

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Python Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00418,DevOps Engineer,Kubernetes Deployment,General Professional Scenario,Use bullet points wherever possible,Python Code,Prepare for Interview,ChatGPT,"You are an DevOps Engineer.

Task:
Kubernetes Deployment

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Python Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00419,Software Architect,System Optimization,General Professional Scenario,Use bullet points wherever possible,Technical Report,Presentation Preparation,Gamma,"You are an Software Architect.

Task:
System Optimization

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Technical Report

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00420,Cloud Solutions Architect,Cloud Security,General Professional Scenario,Optimize for readability,JSON,Automation,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Security

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
JSON

Goal:
Automation",2026-07-04 21:56:20
PW00421,Senior Software Engineer,Fix Bugs,General Professional Scenario,Explain assumptions,Executive Summary,Academic Research,Perplexity,"You are an Senior Software Engineer.

Task:
Fix Bugs

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
Executive Summary

Goal:
Academic Research",2026-07-04 21:56:20
PW00422,Cloud Solutions Architect,AWS Architecture,General Professional Scenario,Do not use Deep Learning,Markdown,Assignment Submission,ChatGPT,"You are an Cloud Solutions Architect.

Task:
AWS Architecture

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
Markdown

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00423,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Avoid technical jargon,Markdown,Learn a Concept,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Markdown

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00424,DevOps Engineer,Monitoring,General Professional Scenario,Return valid JSON,Executive Summary,Solve a Business Problem,ChatGPT,"You are an DevOps Engineer.

Task:
Monitoring

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
Executive Summary

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00425,Expert Data Scientist,Explain Insights,Healthcare trend analysis,Use Scikit-learn,CSV,Decision Making,ChatGPT,"You are an Expert Data Scientist.

Task:
Explain Insights

Context:
Healthcare trend analysis

Constraints:
Use Scikit-learn

Output Format:
CSV

Goal:
Decision Making",2026-07-04 21:56:20
PW00426,Business Analyst,Decision Support,General Professional Scenario,Use tables for comparison,Bullet Points,Build a Project,ChatGPT,"You are an Business Analyst.

Task:
Decision Support

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Bullet Points

Goal:
Build a Project",2026-07-04 21:56:20
PW00427,Business Analyst,Business Documentation,General Professional Scenario,Provide code comments,PowerPoint Outline,Learn a Concept,NotebookLM,"You are an Business Analyst.

Task:
Business Documentation

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
PowerPoint Outline

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00428,Cybersecurity Specialist,Penetration Testing,General Professional Scenario,Use Random Forest algorithm,Technical Report,Prepare for Interview,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Penetration Testing

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Technical Report

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00429,Cloud Solutions Architect,Azure Architecture,General Professional Scenario,Return the output in Markdown,Bullet Points,Portfolio Development,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Azure Architecture

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
Bullet Points

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00430,Expert Data Scientist,Build Machine Learning Model,Disease prediction system,Include edge cases,PowerPoint Outline,Build a Project,ChatGPT,"You are an Expert Data Scientist.

Task:
Build Machine Learning Model

Context:
Disease prediction system

Constraints:
Include edge cases

Output Format:
PowerPoint Outline

Goal:
Build a Project",2026-07-04 21:56:20
PW00431,Expert Data Scientist,Build Machine Learning Model,Loan approval prediction,Use PyTorch,Python Code,Academic Research,ChatGPT,"You are an Expert Data Scientist.

Task:
Build Machine Learning Model

Context:
Loan approval prediction

Constraints:
Use PyTorch

Output Format:
Python Code

Goal:
Academic Research",2026-07-04 21:56:20
PW00432,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Provide code comments,Executive Summary,Decision Making,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Executive Summary

Goal:
Decision Making",2026-07-04 21:56:20
PW00433,Research Scientist,Research Proposal,General Professional Scenario,Optimize for readability,Technical Report,Solve a Business Problem,Claude,"You are an Research Scientist.

Task:
Research Proposal

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00434,Expert Data Scientist,Hyperparameter Tuning,Gradient Boosting optimization,Do not use Deep Learning,Markdown,Decision Making,ChatGPT,"You are an Expert Data Scientist.

Task:
Hyperparameter Tuning

Context:
Gradient Boosting optimization

Constraints:
Do not use Deep Learning

Output Format:
Markdown

Goal:
Decision Making",2026-07-04 21:56:20
PW00435,Research Scientist,Literature Review,General Professional Scenario,Return the output in Markdown,CSV,Prepare for Interview,Claude,"You are an Research Scientist.

Task:
Literature Review

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
CSV

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00436,Expert Data Scientist,Hyperparameter Tuning,XGBoost parameter tuning,Provide real-world examples,CSV,Decision Making,ChatGPT,"You are an Expert Data Scientist.

Task:
Hyperparameter Tuning

Context:
XGBoost parameter tuning

Constraints:
Provide real-world examples

Output Format:
CSV

Goal:
Decision Making",2026-07-04 21:56:20
PW00437,Senior Machine Learning Engineer,Explain ML Workflow,General Professional Scenario,Use Python only,Bullet Points,Academic Research,Perplexity,"You are an Senior Machine Learning Engineer.

Task:
Explain ML Workflow

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Bullet Points

Goal:
Academic Research",2026-07-04 21:56:20
PW00438,Business Analyst,Market Analysis,General Professional Scenario,Use bullet points wherever possible,Python Code,Assignment Submission,ChatGPT,"You are an Business Analyst.

Task:
Market Analysis

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Python Code

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00439,Senior Machine Learning Engineer,Optimize ML Model,General Professional Scenario,Use Java only,Table,Decision Making,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Optimize ML Model

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
Table

Goal:
Decision Making",2026-07-04 21:56:20
PW00440,Senior Software Engineer,Write Code,General Professional Scenario,Provide evaluation metrics,Table,Academic Research,ChatGPT,"You are an Senior Software Engineer.

Task:
Write Code

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
Table

Goal:
Academic Research",2026-07-04 21:56:20
PW00441,DevOps Engineer,Docker Configuration,General Professional Scenario,Include edge cases,Markdown,Learn a Concept,ChatGPT,"You are an DevOps Engineer.

Task:
Docker Configuration

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
Markdown

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00442,Business Analyst,Process Optimization,General Professional Scenario,Provide code comments,Executive Summary,Build a Project,ChatGPT,"You are an Business Analyst.

Task:
Process Optimization

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Executive Summary

Goal:
Build a Project",2026-07-04 21:56:20
PW00443,Cybersecurity Specialist,Threat Modeling,General Professional Scenario,Include edge cases,HTML,Academic Research,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Threat Modeling

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
HTML

Goal:
Academic Research",2026-07-04 21:56:20
PW00444,Software Architect,Cloud Architecture,General Professional Scenario,Provide evaluation metrics,PowerPoint Outline,Assignment Submission,ChatGPT,"You are an Software Architect.

Task:
Cloud Architecture

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
PowerPoint Outline

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00445,Business Analyst,Decision Support,General Professional Scenario,Keep the response under 500 words,Bullet Points,Academic Research,Perplexity,"You are an Business Analyst.

Task:
Decision Support

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
Bullet Points

Goal:
Academic Research",2026-07-04 21:56:20
PW00446,Software Architect,System Optimization,General Professional Scenario,Use tables for comparison,Markdown,Learn a Concept,ChatGPT,"You are an Software Architect.

Task:
System Optimization

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Markdown

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00447,Cloud Solutions Architect,Serverless Design,General Professional Scenario,Provide code comments,Bullet Points,Presentation Preparation,Gamma,"You are an Cloud Solutions Architect.

Task:
Serverless Design

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Bullet Points

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00448,Business Analyst,Market Analysis,General Professional Scenario,Provide evaluation metrics,Markdown,Portfolio Development,ChatGPT,"You are an Business Analyst.

Task:
Market Analysis

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
Markdown

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00449,Senior Software Engineer,Debug Code,General Professional Scenario,Include edge cases,Table,Prepare for Interview,ChatGPT,"You are an Senior Software Engineer.

Task:
Debug Code

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
Table

Goal:
Prepare for Interview",2026-07-04 21:56:20
